Name,Swimmer_ID,Team,Year,Event,Event_Type,swim_type,Time,Improvement
Chelsea Ye,152053,Duke University,2014,50 Y Free,Finals,swim,23.33,+1.1%
Chelsea Ye,152053,Duke University,2014,50 Y Free,Timed Finals,swim,22.58,NA
Chelsea Ye,152053,Duke University,2014,100 Y Free,Prelims,swim,50.79,+0.9%
Chelsea Ye,152053,Duke University,2014,100 Y Free,Finals,swim,50.44,+1.6%
Chelsea Ye,152053,Duke University,2014,100 Y Free,Timed Finals,swim,INV,NA
Chelsea Ye,152053,Duke University,2014,100 Y Back,Prelims,swim,55.98,+0.3%
Kiera Molloy,181521,Duke University,2014,200 Y Free,Timed Finals,swim,1:51.28,NA
Kiera Molloy,181521,Duke University,2014,500 Y Free,Prelims,swim,5:00.54,-1.2%
Kiera Molloy,181521,Duke University,2014,200 Y Fly,Prelims,swim,2:06.23,-0.1%
Kiera Molloy,181521,Duke University,2014,400 Y IM,Prelims,swim,4:22.87,-0.5%
Kiera Molloy,181521,Duke University,2014,400 Y IM,Finals,swim,4:22.84,-0.5%
Kathryn Eckhart,97024,Duke University,2014,50 Y Free,Prelims,swim,23.16,+4.0%
Kathryn Eckhart,97024,Duke University,2014,50 Y Free,Finals,swim,23.46,+2.7%
Kathryn Eckhart,97024,Duke University,2014,50 Y Free,Timed Finals,swim,22.78,NA
Kathryn Eckhart,97024,Duke University,2014,100 Y Free,Prelims,swim,50.88,+1.5%
Kathryn Eckhart,97024,Duke University,2014,100 Y Free,Finals,swim,50.71,+1.9%
Kathryn Eckhart,97024,Duke University,2014,100 Y Free,Timed Finals,swim,INV,NA
Kathryn Eckhart,97024,Duke University,2014,100 Y Back,Prelims,swim,55.70,+1.1%
Jessica Sutherland,163583,Duke University,2014,50 Y Free,Timed Finals,swim,23.39,+2.2%
Jessica Sutherland,163583,Duke University,2014,50 Y Back,Timed Finals,swim,25.09,+5.0%
Jessica Sutherland,163583,Duke University,2014,100 Y Back,Prelims,swim,54.69,+2.6%
Jessica Sutherland,163583,Duke University,2014,100 Y Back,Finals,swim,55.15,+1.8%
Jessica Sutherland,163583,Duke University,2014,100 Y Back,Timed Finals,swim,54.61,+2.8%
Jessica Sutherland,163583,Duke University,2014,200 Y Back,Prelims,swim,2:04.90,+0.2%
Jessica Sutherland,163583,Duke University,2014,100 Y Fly,Prelims,swim,54.42,+1.6%
Jessica Sutherland,163583,Duke University,2014,100 Y Fly,Finals,swim,54.71,+1.1%
Francesca Tocci,88553,Duke University,2014,50 Y Free,Prelims,swim,23.67,+1.5%
Francesca Tocci,88553,Duke University,2014,100 Y Free,Prelims,swim,50.98,+4.3%
Francesca Tocci,88553,Duke University,2014,100 Y Back,Prelims,swim,55.13,+1.4%
Linsay Cooper,152410,Duke University,2014,50 Y Free,Prelims,swim,23.99,+2.9%
Linsay Cooper,152410,Duke University,2014,100 Y Free,Prelims,swim,51.84,+2.6%
Linsay Cooper,152410,Duke University,2014,100 Y Fly,Timed Finals,swim,54.40,+2.1%
Linsay Cooper,152410,Duke University,2014,100 Y Fly,Prelims,swim,55.15,+0.8%
Megan McCarroll,204809,Duke University,2014,50 Y Free,Prelims,swim,24.17,+1.9%
Megan McCarroll,204809,Duke University,2014,100 Y Back,Prelims,swim,55.65,+0.1%
Megan McCarroll,204809,Duke University,2014,200 Y Back,Prelims,swim,2:04.46,-2.9%
Ashleigh Shanley,164208,Duke University,2014,100 Y Breast,Prelims,swim,1:06.18,-3.6%
Ashleigh Shanley,164208,Duke University,2014,200 Y Breast,Prelims,swim,2:22.50,-4.0%
Ashleigh Shanley,164208,Duke University,2014,200 Y IM,Prelims,swim,2:12.59,-4.8%
Leah Goldman,168037,Duke University,2015,50 Y Free,Timed Finals,swim,23.03,+1.0%
Leah Goldman,168037,Duke University,2015,100 Y Free,Prelims,swim,49.61,+1.3%
Leah Goldman,168037,Duke University,2015,100 Y Free,Finals,swim,49.53,+1.4%
Leah Goldman,168037,Duke University,2015,100 Y Free,Timed Finals,swim,49.65,+1.2%
Leah Goldman,168037,Duke University,2015,50 Y Fly,Timed Finals,swim,23.28,NA
Leah Goldman,168037,Duke University,2015,100 Y Fly,Prelims,swim,52.82,+1.8%
Leah Goldman,168037,Duke University,2015,100 Y Fly,Finals,swim,52.28,+2.8%
Leah Goldman,168037,Duke University,2015,100 Y Fly,Timed Finals,swim,53.14,NA
Leah Goldman,168037,Duke University,2015,200 Y IM,Prelims,swim,1:58.94,+1.1%
Leah Goldman,168037,Duke University,2015,200 Y IM,Finals,swim,1:58.60,+1.4%
Verity Abel,181084,Duke University,2015,200 Y Free,Timed Finals,swim,1:48.20,NA
Verity Abel,181084,Duke University,2015,500 Y Free,Prelims,swim,4:51.07,-0.3%
Verity Abel,181084,Duke University,2015,500 Y Free,Finals,swim,4:48.47,+0.6%
Verity Abel,181084,Duke University,2015,1650 Y Free,Timed Finals,swim,16:29.73,+1.5%
Verity Abel,181084,Duke University,2015,400 Y IM,Prelims,swim,4:21.73,+0.5%
Verity Abel,181084,Duke University,2015,400 Y IM,Finals,swim,4:20.74,+0.9%
Isabella Paez,177740,Duke University,2015,200 Y Free,Timed Finals,swim,1:49.24,+4.4%
Isabella Paez,177740,Duke University,2015,500 Y Free,Prelims,swim,4:59.41,-1.5%
Isabella Paez,177740,Duke University,2015,100 Y Fly,Prelims,swim,53.97,+0.7%
Isabella Paez,177740,Duke University,2015,100 Y Fly,Finals,swim,54.17,+0.4%
Isabella Paez,177740,Duke University,2015,200 Y Fly,Prelims,swim,1:57.76,-0.2%
Isabella Paez,177740,Duke University,2015,200 Y Fly,Finals,swim,1:57.39,+0.2%
Maryellen Targonski,361691,Duke University,2015,1M Diving,Prelims,dive,255.00,NA
Maryellen Targonski,361691,Duke University,2015,3M Diving,Prelims,dive,219.10,NA
Maryellen Targonski,361691,Duke University,2015,10M Diving,Prelims,dive,255.90,NA
Maryellen Targonski,361691,Duke University,2015,10M Diving,Finals,dive,239.55,NA
Madeline Rusch,150772,Duke University,2015,50 Y Free,Prelims,swim,22.62,+0.4%
Madeline Rusch,150772,Duke University,2015,50 Y Free,Finals,swim,22.76,-0.2%
Madeline Rusch,150772,Duke University,2015,50 Y Free,Timed Finals,swim,21.83,NA
Madeline Rusch,150772,Duke University,2015,50 Y Free,Timed Finals,swim,22.32,NA
Madeline Rusch,150772,Duke University,2015,100 Y Free,Prelims,swim,50.10,+0.6%
Madeline Rusch,150772,Duke University,2015,100 Y Free,Finals,swim,50.43,-0.1%
Madeline Rusch,150772,Duke University,2015,100 Y Free,Timed Finals,swim,49.99,NA
Madeline Rusch,150772,Duke University,2015,100 Y Free,Timed Finals,swim,50.25,NA
Madeline Rusch,150772,Duke University,2015,100 Y Fly,Prelims,swim,54.13,-0.4%
Madeline Rusch,150772,Duke University,2015,100 Y Fly,Finals,swim,53.87,+0.1%
Kendall McClenney,172988,Duke University,2015,1M Diving,Prelims,dive,261.45,NA
Kendall McClenney,172988,Duke University,2015,3M Diving,Prelims,dive,258.00,NA
Kendall McClenney,172988,Duke University,2015,10M Diving,Prelims,dive,154.45,NA
Kiera Molloy,181521,Duke University,2015,500 Y Free,Prelims,swim,4:51.76,+5.5%
Kiera Molloy,181521,Duke University,2015,500 Y Free,Finals,swim,4:53.31,+5.0%
Kiera Molloy,181521,Duke University,2015,200 Y Fly,Prelims,swim,2:04.16,+2.9%
Kiera Molloy,181521,Duke University,2015,400 Y IM,Prelims,swim,4:18.93,+3.6%
Kiera Molloy,181521,Duke University,2015,400 Y IM,Finals,swim,4:17.41,+4.2%
Jaimee Gundry,255379,Duke University,2015,1M Diving,Prelims,dive,201.50,NA
Jaimee Gundry,255379,Duke University,2015,3M Diving,Prelims,dive,242.05,NA
Jaimee Gundry,255379,Duke University,2015,10M Diving,Prelims,dive,218.95,NA
Brittany Friese,166126,Duke University,2015,200 Y Free,Prelims,swim,1:49.38,+1.0%
Brittany Friese,166126,Duke University,2015,200 Y Free,Finals,swim,1:48.85,+1.5%
Brittany Friese,166126,Duke University,2015,200 Y Free,Timed Finals,swim,1:49.92,NA
Brittany Friese,166126,Duke University,2015,500 Y Free,Prelims,swim,4:52.92,+0.7%
Brittany Friese,166126,Duke University,2015,500 Y Free,Finals,swim,4:50.58,+1.5%
Brittany Friese,166126,Duke University,2015,200 Y Fly,Prelims,swim,2:01.52,+0.8%
Brittany Friese,166126,Duke University,2015,200 Y Fly,Finals,swim,2:00.94,+1.3%
Liza Bragg,200544,Duke University,2015,200 Y Back,Prelims,swim,1:59.10,-0.3%
Liza Bragg,200544,Duke University,2015,200 Y Back,Finals,swim,2:00.37,-1.3%
Liza Bragg,200544,Duke University,2015,200 Y IM,Prelims,swim,2:02.57,+0.1%
Liza Bragg,200544,Duke University,2015,400 Y IM,Prelims,swim,4:20.75,+1.0%
Liza Bragg,200544,Duke University,2015,400 Y IM,Finals,swim,4:23.14,+0.1%
Elizabeth Devitt,215672,Duke University,2015,200 Y Free,Timed Finals,swim,1:50.07,NA
Elizabeth Devitt,215672,Duke University,2015,200 Y Back,Prelims,swim,2:02.87,-1.0%
Elizabeth Devitt,215672,Duke University,2015,200 Y IM,Prelims,swim,2:02.89,+1.4%
Elizabeth Devitt,215672,Duke University,2015,400 Y IM,Prelims,swim,4:20.23,+1.8%
Elizabeth Devitt,215672,Duke University,2015,400 Y IM,Finals,swim,4:19.20,+2.2%
Christine Wixted,55819,Duke University,2015,200 Y Free,Timed Finals,swim,1:50.91,+0.3%
Christine Wixted,55819,Duke University,2015,100 Y Fly,Timed Finals,swim,55.05,-0.3%
Christine Wixted,55819,Duke University,2015,100 Y Fly,Prelims,swim,54.90,-0.0%
Christine Wixted,55819,Duke University,2015,200 Y Fly,Prelims,swim,2:00.90,-0.9%
Christine Wixted,55819,Duke University,2015,200 Y Fly,Finals,swim,2:00.66,-0.7%
Kathryn Eckhart,97024,Duke University,2015,50 Y Free,Prelims,swim,23.08,+1.7%
Kathryn Eckhart,97024,Duke University,2015,50 Y Free,Finals,swim,22.97,+2.2%
Kathryn Eckhart,97024,Duke University,2015,50 Y Free,Timed Finals,swim,22.51,NA
Kathryn Eckhart,97024,Duke University,2015,100 Y Free,Prelims,swim,50.62,+1.1%
Kathryn Eckhart,97024,Duke University,2015,100 Y Free,Timed Finals,swim,50.87,NA
Kathryn Eckhart,97024,Duke University,2015,100 Y Back,Prelims,swim,56.19,+1.3%
Kirby Quinn,265012,Duke University,2015,1M Diving,Prelims,dive,244.35,NA
Kirby Quinn,265012,Duke University,2015,3M Diving,Prelims,dive,236.80,NA
Kirby Quinn,265012,Duke University,2015,10M Diving,Prelims,dive,185.75,NA
Jessica Sutherland,163583,Duke University,2015,50 Y Free,Prelims,swim,23.19,+1.4%
Jessica Sutherland,163583,Duke University,2015,50 Y Free,Timed Finals,swim,22.86,NA
Jessica Sutherland,163583,Duke University,2015,50 Y Back,Timed Finals,swim,25.54,+0.9%
Jessica Sutherland,163583,Duke University,2015,100 Y Back,Prelims,swim,54.59,-0.7%
Jessica Sutherland,163583,Duke University,2015,100 Y Back,Finals,swim,55.88,-3.1%
Jessica Sutherland,163583,Duke University,2015,100 Y Back,Timed Finals,swim,56.15,-3.6%
Jessica Sutherland,163583,Duke University,2015,200 Y Back,Prelims,swim,2:02.66,-2.1%
Catie Miller,152353,Duke University,2015,100 Y Breast,Timed Finals,swim,1:05.84,+0.3%
Catie Miller,152353,Duke University,2015,200 Y Breast,Prelims,swim,2:19.21,+1.6%
Catie Miller,152353,Duke University,2015,200 Y Breast,Finals,swim,2:19.03,+1.7%
Catie Miller,152353,Duke University,2015,200 Y IM,Prelims,swim,2:04.81,+0.8%
Catie Miller,152353,Duke University,2015,400 Y IM,Prelims,swim,DQ,NA
Maria Sheridan,182174,Duke University,2015,50 Y Free,Timed Finals,swim,24.12,-0.3%
Maria Sheridan,182174,Duke University,2015,100 Y Back,Prelims,swim,56.63,-0.5%
Maria Sheridan,182174,Duke University,2015,200 Y Back,Prelims,swim,2:01.74,-0.3%
Maria Sheridan,182174,Duke University,2015,200 Y Back,Finals,swim,2:02.48,-0.9%
Maria Sheridan,182174,Duke University,2015,100 Y Fly,Prelims,swim,57.10,-1.3%
Chelsea Ye,152053,Duke University,2015,50 Y Free,Prelims,swim,23.82,-1.5%
Chelsea Ye,152053,Duke University,2015,100 Y Free,Prelims,swim,50.46,+0.3%
Chelsea Ye,152053,Duke University,2015,100 Y Free,Timed Finals,swim,50.44,NA
Chelsea Ye,152053,Duke University,2015,100 Y Back,Prelims,swim,55.96,+1.6%
Linsay Cooper,152410,Duke University,2015,50 Y Free,Prelims,swim,23.79,+1.4%
Linsay Cooper,152410,Duke University,2015,100 Y Free,Prelims,swim,51.48,+2.0%
Linsay Cooper,152410,Duke University,2015,100 Y Fly,Timed Finals,swim,55.48,-0.6%
Linsay Cooper,152410,Duke University,2015,100 Y Fly,Prelims,swim,55.08,+0.1%
Ashleigh Shanley,164208,Duke University,2015,50 Y Breast,Timed Finals,swim,28.62,NA
Ashleigh Shanley,164208,Duke University,2015,100 Y Breast,Prelims,swim,1:03.87,+1.2%
Ashleigh Shanley,164208,Duke University,2015,100 Y Breast,Timed Finals,swim,1:04.01,NA
Ashleigh Shanley,164208,Duke University,2015,200 Y Breast,Prelims,swim,2:20.24,-0.7%
Ashleigh Shanley,164208,Duke University,2015,200 Y IM,Prelims,swim,2:09.31,-2.1%
Madeline Hess,179634,Duke University,2016,50 Y Free,Prelims,swim,22.44,+0.7%
Madeline Hess,179634,Duke University,2016,50 Y Free,Finals,swim,22.42,+0.8%
Madeline Hess,179634,Duke University,2016,50 Y Free,Timed Finals,swim,22.51,+0.4%
Madeline Hess,179634,Duke University,2016,100 Y Free,Timed Finals,swim,49.66,NA
Madeline Hess,179634,Duke University,2016,100 Y Free,Timed Finals,swim,49.93,-0.9%
Madeline Hess,179634,Duke University,2016,200 Y Free,Timed Finals,swim,1:48.59,NA
Madeline Hess,179634,Duke University,2016,100 Y Back,Prelims,swim,53.25,+0.1%
Madeline Hess,179634,Duke University,2016,100 Y Back,Finals,swim,53.11,+0.4%
Madeline Hess,179634,Duke University,2016,200 Y Back,Prelims,swim,1:56.86,-1.5%
Madeline Hess,179634,Duke University,2016,200 Y Back,Finals,swim,1:56.10,-0.8%
Leah Goldman,168037,Duke University,2016,50 Y Free,Timed Finals,swim,22.54,NA
Leah Goldman,168037,Duke University,2016,100 Y Free,Prelims,swim,49.84,-0.3%
Leah Goldman,168037,Duke University,2016,100 Y Free,Finals,swim,50.27,-1.2%
Leah Goldman,168037,Duke University,2016,100 Y Free,Timed Finals,swim,49.14,NA
Leah Goldman,168037,Duke University,2016,50 Y Fly,Timed Finals,swim,INV,NA
Leah Goldman,168037,Duke University,2016,100 Y Fly,Prelims,swim,52.88,+0.6%
Leah Goldman,168037,Duke University,2016,100 Y Fly,Finals,swim,52.32,+1.7%
Leah Goldman,168037,Duke University,2016,100 Y Fly,Timed Finals,swim,52.84,NA
Leah Goldman,168037,Duke University,2016,200 Y IM,Prelims,swim,1:59.41,-0.8%
Leah Goldman,168037,Duke University,2016,200 Y IM,Finals,swim,2:00.64,-1.9%
Mackenzie Willborn,424086,Duke University,2016,1M Diving,Prelims,dive,279.70,NA
Mackenzie Willborn,424086,Duke University,2016,3M Diving,Prelims,dive,313.15,NA
Mackenzie Willborn,424086,Duke University,2016,10M Diving,Prelims,dive,230.50,NA
Isabella Paez,177740,Duke University,2016,500 Y Free,Prelims,swim,5:00.63,-2.3%
Isabella Paez,177740,Duke University,2016,100 Y Fly,Prelims,swim,53.99,-0.9%
Isabella Paez,177740,Duke University,2016,100 Y Fly,Finals,swim,53.41,+0.2%
Isabella Paez,177740,Duke University,2016,200 Y Fly,Prelims,swim,1:56.72,-0.5%
Isabella Paez,177740,Duke University,2016,200 Y Fly,Finals,swim,1:56.04,+0.1%
Maryellen Targonski,361691,Duke University,2016,1M Diving,Prelims,dive,275.55,NA
Maryellen Targonski,361691,Duke University,2016,3M Diving,Prelims,dive,273.70,NA
Maryellen Targonski,361691,Duke University,2016,10M Diving,Prelims,dive,251.50,NA
Maryellen Targonski,361691,Duke University,2016,10M Diving,Finals,dive,286.85,NA
Madeline Rusch,150772,Duke University,2016,50 Y Free,Prelims,swim,22.58,-2.0%
Madeline Rusch,150772,Duke University,2016,50 Y Free,Finals,swim,22.58,-2.0%
Madeline Rusch,150772,Duke University,2016,50 Y Free,Timed Finals,swim,INV,NA
Madeline Rusch,150772,Duke University,2016,50 Y Free,Timed Finals,swim,22.22,NA
Madeline Rusch,150772,Duke University,2016,100 Y Free,Prelims,swim,49.67,-0.2%
Madeline Rusch,150772,Duke University,2016,100 Y Free,Finals,swim,49.55,+0.1%
Madeline Rusch,150772,Duke University,2016,100 Y Free,Timed Finals,swim,48.81,NA
Madeline Rusch,150772,Duke University,2016,100 Y Fly,Prelims,swim,53.63,-0.9%
Madeline Rusch,150772,Duke University,2016,100 Y Fly,Finals,swim,53.43,-0.5%
Mickayla Hinkle,179940,Duke University,2016,50 Y Free,Timed Finals,swim,24.11,NA
Mickayla Hinkle,179940,Duke University,2016,50 Y Back,Timed Finals,swim,INV,NA
Mickayla Hinkle,179940,Duke University,2016,100 Y Back,Prelims,swim,53.44,+1.0%
Mickayla Hinkle,179940,Duke University,2016,100 Y Back,Finals,swim,53.67,+0.6%
Mickayla Hinkle,179940,Duke University,2016,100 Y Back,Timed Finals,swim,53.59,+0.7%
Mickayla Hinkle,179940,Duke University,2016,200 Y Back,Prelims,swim,1:56.35,+1.2%
Mickayla Hinkle,179940,Duke University,2016,200 Y Back,Finals,swim,1:56.70,+0.9%
Mickayla Hinkle,179940,Duke University,2016,100 Y Fly,Prelims,swim,54.79,-0.3%
Anna Quinn,288543,Duke University,2016,100 Y Fly,Prelims,swim,54.60,+0.5%
Anna Quinn,288543,Duke University,2016,100 Y Fly,Finals,swim,54.66,+0.4%
Anna Quinn,288543,Duke University,2016,200 Y Fly,Prelims,swim,1:59.84,-0.8%
Anna Quinn,288543,Duke University,2016,200 Y Fly,Finals,swim,1:59.54,-0.6%
Anna Quinn,288543,Duke University,2016,200 Y IM,Prelims,swim,2:03.63,-0.5%
Ashleigh Shanley,164208,Duke University,2016,50 Y Breast,Timed Finals,swim,INV,NA
Ashleigh Shanley,164208,Duke University,2016,100 Y Breast,Prelims,swim,1:01.83,+1.2%
Ashleigh Shanley,164208,Duke University,2016,100 Y Breast,Finals,swim,1:01.77,+1.2%
Ashleigh Shanley,164208,Duke University,2016,100 Y Breast,Timed Finals,swim,1:02.22,NA
Ashleigh Shanley,164208,Duke University,2016,200 Y Breast,Prelims,swim,2:17.22,+0.4%
Ashleigh Shanley,164208,Duke University,2016,200 Y IM,Prelims,swim,2:04.26,+0.9%
Verity Abel,181084,Duke University,2016,200 Y Free,Timed Finals,swim,1:47.90,+3.8%
Verity Abel,181084,Duke University,2016,500 Y Free,Prelims,swim,4:45.40,+0.7%
Verity Abel,181084,Duke University,2016,500 Y Free,Finals,swim,4:48.76,-0.4%
Verity Abel,181084,Duke University,2016,400 Y IM,Prelims,swim,4:20.47,+0.1%
Verity Abel,181084,Duke University,2016,400 Y IM,Finals,swim,4:17.84,+1.1%
Colleen Wixted,456804,Duke University,2016,100 Y Fly,Prelims,swim,55.73,+0.3%
Colleen Wixted,456804,Duke University,2016,200 Y Fly,Prelims,swim,1:59.67,+0.8%
Colleen Wixted,456804,Duke University,2016,200 Y Fly,Finals,swim,2:00.30,+0.3%
Colleen Wixted,456804,Duke University,2016,200 Y IM,Prelims,swim,2:02.90,+1.9%
Elizabeth Devitt,215672,Duke University,2016,200 Y Back,Prelims,swim,2:00.71,+4.6%
Elizabeth Devitt,215672,Duke University,2016,200 Y Breast,Timed Finals,swim,2:23.02,NA
Elizabeth Devitt,215672,Duke University,2016,200 Y IM,Prelims,swim,2:03.18,-1.2%
Elizabeth Devitt,215672,Duke University,2016,400 Y IM,Prelims,swim,4:16.55,+4.8%
Elizabeth Devitt,215672,Duke University,2016,400 Y IM,Finals,swim,4:16.29,+4.9%
Brittany Friese,166126,Duke University,2016,200 Y Free,Prelims,swim,1:48.54,+0.7%
Brittany Friese,166126,Duke University,2016,200 Y Free,Finals,swim,1:47.93,+1.2%
Brittany Friese,166126,Duke University,2016,200 Y Free,Timed Finals,swim,1:47.90,NA
Brittany Friese,166126,Duke University,2016,500 Y Free,Prelims,swim,4:52.97,-0.1%
Brittany Friese,166126,Duke University,2016,200 Y Fly,Prelims,swim,2:02.39,+0.3%
Brittany Friese,166126,Duke University,2016,200 Y Fly,Finals,swim,2:00.15,+2.1%
Alexandra Aitchison,258219,Duke University,2016,200 Y Free,Prelims,swim,1:49.23,-1.2%
Alexandra Aitchison,258219,Duke University,2016,200 Y Free,Timed Finals,swim,1:48.87,NA
Alexandra Aitchison,258219,Duke University,2016,500 Y Free,Prelims,swim,4:51.79,+0.1%
Alexandra Aitchison,258219,Duke University,2016,500 Y Free,Finals,swim,4:56.07,-1.4%
Alexandra Aitchison,258219,Duke University,2016,1650 Y Free,Timed Finals,swim,16:55.67,NA
Kendall McClenney,172988,Duke University,2016,1M Diving,Prelims,dive,260.45,NA
Kendall McClenney,172988,Duke University,2016,3M Diving,Prelims,dive,253.75,NA
Liza Bragg,200544,Duke University,2016,200 Y Back,Prelims,swim,1:58.88,+0.6%
Liza Bragg,200544,Duke University,2016,200 Y Back,Finals,swim,1:59.02,+0.5%
Liza Bragg,200544,Duke University,2016,200 Y IM,Prelims,swim,2:04.68,-1.3%
Liza Bragg,200544,Duke University,2016,400 Y IM,Prelims,swim,4:24.58,-0.5%
Jessica Sutherland,163583,Duke University,2016,50 Y Free,Prelims,swim,23.38,-0.2%
Jessica Sutherland,163583,Duke University,2016,100 Y Back,Prelims,swim,54.39,-0.4%
Jessica Sutherland,163583,Duke University,2016,100 Y Back,Finals,swim,55.29,-2.0%
Jessica Sutherland,163583,Duke University,2016,200 Y Back,Prelims,swim,2:02.14,-1.3%
Alyssa Arwood,234023,Duke University,2016,50 Y Free,Prelims,swim,23.90,+0.5%
Alyssa Arwood,234023,Duke University,2016,100 Y Breast,Prelims,swim,1:02.75,+0.7%
Alyssa Arwood,234023,Duke University,2016,100 Y Breast,Finals,swim,1:03.67,-0.8%
Alyssa Arwood,234023,Duke University,2016,200 Y Breast,Prelims,swim,2:20.51,+1.1%
Chelsea Ye,152053,Duke University,2016,50 Y Free,Prelims,swim,23.22,-0.1%
Chelsea Ye,152053,Duke University,2016,50 Y Free,Timed Finals,swim,22.82,NA
Chelsea Ye,152053,Duke University,2016,100 Y Free,Prelims,swim,50.37,+0.3%
Chelsea Ye,152053,Duke University,2016,100 Y Free,Timed Finals,swim,49.83,NA
Chelsea Ye,152053,Duke University,2016,100 Y Back,Prelims,swim,55.62,+0.9%
Kirby Quinn,265012,Duke University,2016,1M Diving,Prelims,dive,245.25,NA
Kirby Quinn,265012,Duke University,2016,3M Diving,Prelims,dive,238.70,NA
Kirby Quinn,265012,Duke University,2016,10M Diving,Prelims,dive,185.30,NA
Verity Abel,181084,Duke University,2017,200 Y Free,Timed Finals,swim,1:49.48,-0.2%
Verity Abel,181084,Duke University,2017,500 Y Free,Prelims,swim,4:49.71,-2.2%
Verity Abel,181084,Duke University,2017,500 Y Free,Finals,swim,4:45.39,-0.6%
Verity Abel,181084,Duke University,2017,1650 Y Free,Timed Finals,swim,16:25.91,+0.2%
Verity Abel,181084,Duke University,2017,400 Y IM,Prelims,swim,4:17.72,+1.2%
Verity Abel,181084,Duke University,2017,400 Y IM,Finals,swim,4:15.57,+2.1%
Leah Goldman,168037,Duke University,2017,50 Y Free,Timed Finals,swim,21.94,NA
Leah Goldman,168037,Duke University,2017,100 Y Free,Prelims,swim,49.43,-0.3%
Leah Goldman,168037,Duke University,2017,100 Y Free,Finals,swim,49.64,-0.7%
Leah Goldman,168037,Duke University,2017,100 Y Free,Timed Finals,swim,48.44,NA
Leah Goldman,168037,Duke University,2017,200 Y Free,Timed Finals,swim,1:47.44,NA
Leah Goldman,168037,Duke University,2017,100 Y Fly,Prelims,swim,52.29,-0.1%
Leah Goldman,168037,Duke University,2017,100 Y Fly,Finals,swim,51.62,+1.1%
Leah Goldman,168037,Duke University,2017,100 Y Fly,Timed Finals,swim,53.05,NA
Leah Goldman,168037,Duke University,2017,200 Y IM,Prelims,swim,1:59.27,-1.7%
Leah Goldman,168037,Duke University,2017,200 Y IM,Finals,swim,1:57.77,-0.4%
Mackenzie Willborn,424086,Duke University,2017,1M Diving,Prelims,dive,253.60,NA
Mackenzie Willborn,424086,Duke University,2017,10M Diving,Prelims,dive,220.65,NA
Mackenzie Willborn,424086,Duke University,2017,3M Diving,Prelims,dive,291.70,NA
Brittany Friese,166126,Duke University,2017,200 Y Free,Prelims,swim,1:46.71,+0.9%
Brittany Friese,166126,Duke University,2017,200 Y Free,Finals,swim,1:46.15,+1.4%
Brittany Friese,166126,Duke University,2017,200 Y Free,Timed Finals,swim,1:46.57,NA
Brittany Friese,166126,Duke University,2017,500 Y Free,Prelims,swim,4:51.79,-1.2%
Brittany Friese,166126,Duke University,2017,500 Y Free,Finals,swim,4:46.30,+0.7%
Brittany Friese,166126,Duke University,2017,200 Y Fly,Prelims,swim,1:57.65,+0.9%
Brittany Friese,166126,Duke University,2017,200 Y Fly,Finals,swim,1:57.81,+0.7%
Kirby Quinn,265012,Duke University,2017,1M Diving,Prelims,dive,259.30,NA
Kirby Quinn,265012,Duke University,2017,10M Diving,Prelims,dive,211.35,NA
Kirby Quinn,265012,Duke University,2017,3M Diving,Prelims,dive,272.85,NA
Alyssa Marsh,258169,Duke University,2017,50 Y Free,Prelims,swim,22.51,+1.0%
Alyssa Marsh,258169,Duke University,2017,50 Y Free,Finals,swim,22.50,+1.0%
Alyssa Marsh,258169,Duke University,2017,50 Y Free,Timed Finals,swim,21.81,NA
Alyssa Marsh,258169,Duke University,2017,100 Y Free,Prelims,swim,49.44,+0.5%
Alyssa Marsh,258169,Duke University,2017,100 Y Free,Finals,swim,49.58,+0.2%
Alyssa Marsh,258169,Duke University,2017,100 Y Free,Timed Finals,swim,49.02,NA
Alyssa Marsh,258169,Duke University,2017,100 Y Free,Timed Finals,swim,50.07,-0.8%
Alyssa Marsh,258169,Duke University,2017,50 Y Fly,Timed Finals,swim,22.95,NA
Alyssa Marsh,258169,Duke University,2017,100 Y Fly,Prelims,swim,52.43,+0.7%
Alyssa Marsh,258169,Duke University,2017,100 Y Fly,Finals,swim,52.54,+0.5%
Madeline Hess,179634,Duke University,2017,50 Y Free,Prelims,swim,22.42,+5.6%
Madeline Hess,179634,Duke University,2017,50 Y Free,Finals,swim,22.42,+5.6%
Madeline Hess,179634,Duke University,2017,50 Y Free,Timed Finals,swim,22.20,NA
Madeline Hess,179634,Duke University,2017,100 Y Free,Timed Finals,swim,49.23,NA
Madeline Hess,179634,Duke University,2017,50 Y Back,Timed Finals,swim,24.64,+4.0%
Madeline Hess,179634,Duke University,2017,100 Y Back,Prelims,swim,53.34,+2.1%
Madeline Hess,179634,Duke University,2017,100 Y Back,Finals,swim,53.34,+2.1%
Madeline Hess,179634,Duke University,2017,100 Y Back,Timed Finals,swim,54.27,+0.4%
Madeline Hess,179634,Duke University,2017,200 Y Back,Prelims,swim,1:58.90,+0.9%
Madeline Hess,179634,Duke University,2017,200 Y Back,Finals,swim,1:55.20,+4.0%
Maryellen Targonski,361691,Duke University,2017,1M Diving,Prelims,dive,244.70,NA
Maryellen Targonski,361691,Duke University,2017,10M Diving,Prelims,dive,229.45,NA
Maryellen Targonski,361691,Duke University,2017,10M Diving,Finals,dive,243.50,NA
Maryellen Targonski,361691,Duke University,2017,3M Diving,Prelims,dive,264.60,NA
