Name,Swimmer_ID,Team,Year,Event,Event_Type,swim_type,Time,Improvement
James Peek,258873,Duke University,2014,100 Y Free,Prelims,swim,44.32,+2.2%
James Peek,258873,Duke University,2014,100 Y Free,Finals,swim,44.75,+1.3%
James Peek,258873,Duke University,2014,100 Y Free,Timed Finals,swim,DQ,NA
James Peek,258873,Duke University,2014,100 Y Free,Timed Finals,swim,45.39,-0.1%
James Peek,258873,Duke University,2014,100 Y Back,Prelims,swim,50.33,+2.1%
Cole Plambeck,296539,Duke University,2014,1M Diving,Prelims,dive,291.05,NA
Cole Plambeck,296539,Duke University,2014,3M Diving,Prelims,dive,296.40,NA
Cole Plambeck,296539,Duke University,2014,10M Diving,Prelims,dive,298.50,NA
Kazumu Takabayashi,168777,Duke University,2014,200 Y Free,Timed Finals,swim,INV,NA
Kazumu Takabayashi,168777,Duke University,2014,50 Y Back,Timed Finals,swim,22.66,+4.1%
Kazumu Takabayashi,168777,Duke University,2014,100 Y Back,Prelims,swim,49.20,+3.6%
Kazumu Takabayashi,168777,Duke University,2014,100 Y Back,Finals,swim,49.42,+3.2%
Kazumu Takabayashi,168777,Duke University,2014,100 Y Fly,Prelims,swim,48.58,+2.9%
Kazumu Takabayashi,168777,Duke University,2014,100 Y Fly,Finals,swim,48.50,+3.0%
Kazumu Takabayashi,168777,Duke University,2014,200 Y Fly,Prelims,swim,1:48.68,+0.6%
Samuel Sherman,201010,Duke University,2014,200 Y Free,Prelims,swim,1:43.56,+0.6%
Samuel Sherman,201010,Duke University,2014,500 Y Free,Prelims,swim,4:34.39,+1.8%
Samuel Sherman,201010,Duke University,2014,1650 Y Free,Timed Finals,swim,16:16.33,+0.3%
Clay Sanders,204813,Duke University,2014,500 Y Free,Prelims,swim,4:34.90,+3.3%
Clay Sanders,204813,Duke University,2014,100 Y Fly,Prelims,swim,49.57,+2.8%
Clay Sanders,204813,Duke University,2014,200 Y Fly,Prelims,swim,1:48.07,+3.4%
Clay Sanders,204813,Duke University,2014,200 Y Fly,Finals,swim,1:49.02,+2.6%
Joseph Maginnis,178814,Duke University,2014,100 Y Free,Prelims,swim,46.84,NA
Joseph Maginnis,178814,Duke University,2014,100 Y Back,Prelims,swim,50.15,+2.3%
Joseph Maginnis,178814,Duke University,2014,100 Y Back,Finals,swim,50.09,+2.5%
Joseph Maginnis,178814,Duke University,2014,50 Y Fly,Timed Finals,swim,21.55,NA
Joseph Maginnis,178814,Duke University,2014,100 Y Fly,Prelims,swim,49.36,+2.4%
Tze Ng,293095,Duke University,2014,100 Y Fly,Prelims,swim,49.12,+3.1%
Tze Ng,293095,Duke University,2014,100 Y Fly,Timed Finals,swim,DQ,NA
Tze Ng,293095,Duke University,2014,200 Y Fly,Prelims,swim,1:48.16,+2.5%
Tze Ng,293095,Duke University,2014,200 Y IM,Prelims,swim,1:52.46,+2.1%
Tyler Toren,293097,Duke University,2014,200 Y Back,Prelims,swim,1:49.64,+3.9%
Tyler Toren,293097,Duke University,2014,200 Y IM,Prelims,swim,1:50.49,+2.5%
Tyler Toren,293097,Duke University,2014,400 Y IM,Prelims,swim,3:54.60,+4.4%
Kevin Fraser,269958,Duke University,2014,50 Y Free,Prelims,swim,20.76,-0.1%
Kevin Fraser,269958,Duke University,2014,100 Y Free,Prelims,swim,45.94,+3.0%
Kevin Fraser,269958,Duke University,2014,100 Y Breast,Prelims,swim,56.18,+3.3%
Jack Carey,177827,Duke University,2014,50 Y Free,Prelims,swim,20.69,+0.4%
Jack Carey,177827,Duke University,2014,50 Y Free,Timed Finals,swim,20.05,NA
Jack Carey,177827,Duke University,2014,100 Y Free,Prelims,swim,45.54,+1.6%
Jack Carey,177827,Duke University,2014,100 Y Free,Timed Finals,swim,44.46,NA
Jack Carey,177827,Duke University,2014,100 Y Fly,Prelims,swim,50.58,+0.4%
Dylan Payne,192691,Duke University,2014,100 Y Breast,Prelims,swim,55.24,+0.0%
Dylan Payne,192691,Duke University,2014,100 Y Breast,Timed Finals,swim,DQ,NA
Dylan Payne,192691,Duke University,2014,200 Y Breast,Prelims,swim,2:04.90,-2.6%
Dylan Payne,192691,Duke University,2014,200 Y IM,Prelims,swim,1:53.69,-1.6%
Michael Seaberg,179804,Duke University,2014,100 Y Breast,Prelims,swim,56.40,+1.7%
Michael Seaberg,179804,Duke University,2014,200 Y Breast,Prelims,swim,2:04.39,+1.0%
Michael Seaberg,179804,Duke University,2014,200 Y IM,Prelims,swim,1:52.75,+0.4%
Victor Chen,244687,Duke University,2014,50 Y Free,Prelims,swim,21.21,+0.7%
Victor Chen,244687,Duke University,2014,100 Y Breast,Prelims,swim,56.53,NA
Victor Chen,244687,Duke University,2014,200 Y Breast,Prelims,swim,2:02.76,-0.3%
Patrick Miller,293094,Duke University,2015,100 Y Free,Timed Finals,swim,43.70,NA
Patrick Miller,293094,Duke University,2015,200 Y Free,Timed Finals,swim,1:36.66,+4.1%
Patrick Miller,293094,Duke University,2015,200 Y Fly,Prelims,swim,1:45.53,+3.7%
Patrick Miller,293094,Duke University,2015,200 Y Fly,Finals,swim,1:44.77,+4.4%
Patrick Miller,293094,Duke University,2015,200 Y IM,Prelims,swim,1:45.33,+5.0%
Patrick Miller,293094,Duke University,2015,200 Y IM,Finals,swim,1:45.26,+5.1%
Patrick Miller,293094,Duke University,2015,400 Y IM,Prelims,swim,3:45.53,+6.4%
Patrick Miller,293094,Duke University,2015,400 Y IM,Finals,swim,3:47.03,+5.8%
Peter Kropp,142243,Duke University,2015,50 Y Breast,Timed Finals,swim,22.94,NA
Peter Kropp,142243,Duke University,2015,100 Y Breast,Prelims,swim,52.17,-0.3%
Peter Kropp,142243,Duke University,2015,100 Y Breast,Finals,swim,DQ,NA
Peter Kropp,142243,Duke University,2015,100 Y Breast,Timed Finals,swim,52.22,NA
Peter Kropp,142243,Duke University,2015,200 Y Breast,Prelims,swim,1:55.34,+1.2%
Peter Kropp,142243,Duke University,2015,200 Y Breast,Finals,swim,1:55.05,+1.4%
Peter Kropp,142243,Duke University,2015,200 Y IM,Prelims,swim,1:48.67,+0.6%
Peter Kropp,142243,Duke University,2015,200 Y IM,Finals,swim,1:47.01,+2.1%
James Peek,258873,Duke University,2015,50 Y Free,Prelims,swim,19.92,+2.5%
James Peek,258873,Duke University,2015,50 Y Free,Finals,swim,19.74,+3.4%
James Peek,258873,Duke University,2015,50 Y Free,Timed Finals,swim,18.99,NA
James Peek,258873,Duke University,2015,50 Y Free,Timed Finals,swim,19.78,+3.2%
James Peek,258873,Duke University,2015,100 Y Free,Prelims,swim,44.47,+1.4%
James Peek,258873,Duke University,2015,100 Y Free,Timed Finals,swim,43.77,NA
James Peek,258873,Duke University,2015,100 Y Free,Timed Finals,swim,43.30,NA
James Peek,258873,Duke University,2015,100 Y Back,Prelims,swim,47.94,NA
James Peek,258873,Duke University,2015,100 Y Back,Finals,swim,48.79,NA
Bradley Cline,144094,Duke University,2015,200 Y Free,Prelims,swim,1:37.90,+1.0%
Bradley Cline,144094,Duke University,2015,200 Y Free,Finals,swim,1:38.25,+0.7%
Bradley Cline,144094,Duke University,2015,200 Y Free,Timed Finals,swim,1:36.26,NA
Bradley Cline,144094,Duke University,2015,200 Y Back,Prelims,swim,1:45.88,+2.0%
Bradley Cline,144094,Duke University,2015,200 Y Back,Finals,swim,1:45.84,+2.1%
Bradley Cline,144094,Duke University,2015,200 Y IM,Prelims,swim,1:46.76,+0.3%
Bradley Cline,144094,Duke University,2015,200 Y IM,Finals,swim,1:46.64,+0.4%
Matthew Johnson,167843,Duke University,2015,200 Y Free,Timed Finals,swim,1:40.17,+4.2%
Matthew Johnson,167843,Duke University,2015,200 Y Free,Prelims,swim,1:39.88,+4.5%
Matthew Johnson,167843,Duke University,2015,500 Y Free,Prelims,swim,4:26.32,+1.8%
Matthew Johnson,167843,Duke University,2015,500 Y Free,Finals,swim,4:24.29,+2.6%
Matthew Johnson,167843,Duke University,2015,1650 Y Free,Timed Finals,swim,15:17.88,+5.8%
Dylan Payne,192691,Duke University,2015,50 Y Free,Prelims,swim,20.73,NA
Dylan Payne,192691,Duke University,2015,100 Y Breast,Prelims,swim,54.23,+1.7%
Dylan Payne,192691,Duke University,2015,100 Y Breast,Finals,swim,54.65,+0.9%
Dylan Payne,192691,Duke University,2015,200 Y Breast,Prelims,swim,2:01.18,+0.2%
Kazumu Takabayashi,168777,Duke University,2015,50 Y Back,Timed Finals,swim,22.18,+2.2%
Kazumu Takabayashi,168777,Duke University,2015,100 Y Back,Prelims,swim,48.63,+1.5%
Kazumu Takabayashi,168777,Duke University,2015,100 Y Back,Finals,swim,48.82,+1.1%
Kazumu Takabayashi,168777,Duke University,2015,100 Y Back,Timed Finals,swim,49.26,+0.2%
Kazumu Takabayashi,168777,Duke University,2015,100 Y Fly,Prelims,swim,48.30,+1.9%
Kazumu Takabayashi,168777,Duke University,2015,200 Y Fly,Prelims,swim,1:48.23,+0.1%
Kazumu Takabayashi,168777,Duke University,2015,200 Y Fly,Finals,swim,1:47.43,+0.9%
David Armstrong,97105,Duke University,2015,50 Y Free,Prelims,swim,20.79,+1.1%
David Armstrong,97105,Duke University,2015,50 Y Free,Timed Finals,swim,19.65,NA
David Armstrong,97105,Duke University,2015,100 Y Free,Prelims,swim,45.20,+1.8%
David Armstrong,97105,Duke University,2015,100 Y Free,Timed Finals,swim,44.46,NA
David Armstrong,97105,Duke University,2015,50 Y Fly,Timed Finals,swim,20.92,NA
David Armstrong,97105,Duke University,2015,100 Y Fly,Prelims,swim,47.75,+2.6%
David Armstrong,97105,Duke University,2015,100 Y Fly,Finals,swim,47.74,+2.6%
David Armstrong,97105,Duke University,2015,100 Y Fly,Timed Finals,swim,46.46,NA
Tze Ng,293095,Duke University,2015,50 Y Free,Timed Finals,swim,22.15,+2.6%
Tze Ng,293095,Duke University,2015,100 Y Back,Prelims,swim,49.98,NA
Tze Ng,293095,Duke University,2015,100 Y Fly,Prelims,swim,48.19,+2.7%
Tze Ng,293095,Duke University,2015,200 Y Fly,Prelims,swim,1:46.71,+2.4%
Tze Ng,293095,Duke University,2015,200 Y Fly,Finals,swim,1:47.54,+1.7%
Alexander Pena,219068,Duke University,2015,200 Y Free,Timed Finals,swim,1:38.12,+3.1%
Alexander Pena,219068,Duke University,2015,200 Y Free,Prelims,swim,1:38.31,+3.0%
Alexander Pena,219068,Duke University,2015,200 Y Free,Timed Finals,swim,1:36.59,NA
Alexander Pena,219068,Duke University,2015,500 Y Free,Prelims,swim,4:27.16,+2.5%
Alexander Pena,219068,Duke University,2015,1650 Y Free,Timed Finals,swim,15:27.63,+2.3%
Joseph Maginnis,178814,Duke University,2015,50 Y Free,Timed Finals,swim,20.71,+4.9%
Joseph Maginnis,178814,Duke University,2015,100 Y Free,Prelims,swim,45.96,+0.0%
Joseph Maginnis,178814,Duke University,2015,100 Y Back,Prelims,swim,49.08,+1.4%
Joseph Maginnis,178814,Duke University,2015,100 Y Back,Finals,swim,49.96,-0.4%
Joseph Maginnis,178814,Duke University,2015,100 Y Fly,Prelims,swim,48.80,+1.4%
Stefan Knight,69955,Duke University,2015,50 Y Free,Timed Finals,swim,20.05,+1.3%
Stefan Knight,69955,Duke University,2015,50 Y Free,Prelims,swim,20.31,+1.9%
Stefan Knight,69955,Duke University,2015,50 Y Free,Timed Finals,swim,19.53,NA
Stefan Knight,69955,Duke University,2015,100 Y Free,Prelims,swim,44.59,+2.0%
Stefan Knight,69955,Duke University,2015,100 Y Free,Timed Finals,swim,44.68,+1.8%
Stefan Knight,69955,Duke University,2015,100 Y Fly,Prelims,swim,49.60,+1.4%
Marco Hosfeld,152722,Duke University,2015,200 Y Free,Prelims,swim,1:41.78,+0.7%
Marco Hosfeld,152722,Duke University,2015,500 Y Free,Prelims,swim,4:33.24,-0.1%
Marco Hosfeld,152722,Duke University,2015,1650 Y Free,Timed Finals,swim,15:45.55,+0.5%
Clay Sanders,204813,Duke University,2015,500 Y Free,Prelims,swim,4:34.04,+4.3%
Clay Sanders,204813,Duke University,2015,100 Y Fly,Timed Finals,swim,49.47,+2.3%
Clay Sanders,204813,Duke University,2015,100 Y Fly,Prelims,swim,49.59,+2.1%
Clay Sanders,204813,Duke University,2015,200 Y Fly,Prelims,swim,1:49.04,+1.6%
Nicholas Bigot,292540,Duke University,2015,50 Y Free,Prelims,swim,21.07,+1.7%
Nicholas Bigot,292540,Duke University,2015,100 Y Free,Prelims,swim,45.50,+2.0%
Nicholas Bigot,292540,Duke University,2015,200 Y Free,Prelims,swim,1:39.13,+3.9%
Nicholas Bigot,292540,Duke University,2015,200 Y Free,Timed Finals,swim,1:37.56,NA
Tyler Toren,293097,Duke University,2015,200 Y Free,Prelims,swim,1:40.70,+2.8%
Tyler Toren,293097,Duke University,2015,200 Y Back,Prelims,swim,1:50.45,+3.1%
Tyler Toren,293097,Duke University,2015,200 Y IM,Prelims,swim,1:50.44,+1.0%
Michael Seaberg,179804,Duke University,2015,50 Y Free,Prelims,swim,20.59,+0.2%
Michael Seaberg,179804,Duke University,2015,50 Y Free,Timed Finals,swim,19.87,NA
Michael Seaberg,179804,Duke University,2015,100 Y Breast,Prelims,swim,55.43,+1.1%
Michael Seaberg,179804,Duke University,2015,200 Y Breast,Prelims,swim,2:04.18,-0.8%
Victor Chen,244687,Duke University,2015,50 Y Free,Prelims,swim,21.47,-0.5%
Victor Chen,244687,Duke University,2015,100 Y Breast,Prelims,swim,56.09,+0.7%
Victor Chen,244687,Duke University,2015,200 Y Breast,Prelims,swim,2:01.30,+1.0%
Evan Moretti,424083,Duke University,2016,1M Diving,Prelims,dive,292.10,NA
Evan Moretti,424083,Duke University,2016,3M Diving,Prelims,dive,360.60,NA
Evan Moretti,424083,Duke University,2016,3M Diving,Finals,dive,354.15,NA
Evan Moretti,424083,Duke University,2016,10M Diving,Prelims,dive,319.90,NA
James Peek,258873,Duke University,2016,50 Y Free,Prelims,swim,19.57,+1.1%
James Peek,258873,Duke University,2016,50 Y Free,Finals,swim,19.54,+1.3%
James Peek,258873,Duke University,2016,50 Y Free,Timed Finals,swim,19.27,NA
James Peek,258873,Duke University,2016,50 Y Free,Timed Finals,swim,19.72,+0.4%
James Peek,258873,Duke University,2016,100 Y Free,Prelims,swim,43.86,-0.1%
James Peek,258873,Duke University,2016,100 Y Free,Finals,swim,43.53,+0.7%
James Peek,258873,Duke University,2016,100 Y Free,Timed Finals,swim,44.65,NA
James Peek,258873,Duke University,2016,100 Y Free,Timed Finals,swim,43.25,NA
James Peek,258873,Duke University,2016,100 Y Back,Prelims,swim,49.37,NA
Peter Kropp,142243,Duke University,2016,50 Y Free,Prelims,swim,20.84,+0.6%
Peter Kropp,142243,Duke University,2016,50 Y Breast,Timed Finals,swim,23.43,NA
Peter Kropp,142243,Duke University,2016,100 Y Breast,Prelims,swim,52.96,-1.6%
Peter Kropp,142243,Duke University,2016,100 Y Breast,Finals,swim,53.47,-2.6%
Peter Kropp,142243,Duke University,2016,200 Y Breast,Prelims,swim,1:57.97,+0.9%
Peter Kropp,142243,Duke University,2016,200 Y Breast,Finals,swim,1:57.75,+1.1%
Maximilian St. George,282148,Duke University,2016,100 Y Back,Prelims,swim,47.43,+3.0%
Maximilian St. George,282148,Duke University,2016,100 Y Back,Finals,swim,47.41,+3.1%
Maximilian St. George,282148,Duke University,2016,200 Y Back,Prelims,swim,1:44.17,+5.6%
Maximilian St. George,282148,Duke University,2016,200 Y Back,Finals,swim,1:44.42,+5.4%
Maximilian St. George,282148,Duke University,2016,200 Y IM,Prelims,swim,1:50.48,+4.4%
Matthew Johnson,167843,Duke University,2016,500 Y Free,Prelims,swim,4:24.73,+2.7%
Matthew Johnson,167843,Duke University,2016,500 Y Free,Finals,swim,4:25.75,+2.4%
Matthew Johnson,167843,Duke University,2016,1650 Y Free,Timed Finals,swim,15:08.84,+5.7%
Matthew Johnson,167843,Duke University,2016,400 Y IM,Prelims,swim,3:54.12,+4.1%
Matthew Johnson,167843,Duke University,2016,400 Y IM,Finals,swim,3:54.33,+4.0%
Judson Howard,258037,Duke University,2016,100 Y Breast,Prelims,swim,53.85,+2.7%
Judson Howard,258037,Duke University,2016,100 Y Breast,Finals,swim,54.19,+2.1%
Judson Howard,258037,Duke University,2016,200 Y Breast,Prelims,swim,1:57.94,+2.2%
Judson Howard,258037,Duke University,2016,200 Y Breast,Finals,swim,1:57.17,+2.8%
Judson Howard,258037,Duke University,2016,200 Y IM,Prelims,swim,1:48.44,+0.3%
Kazumu Takabayashi,168777,Duke University,2016,50 Y Back,Timed Finals,swim,21.66,+3.4%
Kazumu Takabayashi,168777,Duke University,2016,100 Y Back,Prelims,swim,47.23,+0.5%
Kazumu Takabayashi,168777,Duke University,2016,100 Y Back,Finals,swim,47.37,+0.2%
Kazumu Takabayashi,168777,Duke University,2016,100 Y Back,Timed Finals,swim,47.47,-0.0%
Kazumu Takabayashi,168777,Duke University,2016,100 Y Fly,Prelims,swim,48.25,-0.3%
Kazumu Takabayashi,168777,Duke University,2016,100 Y Fly,Finals,swim,48.11,+0.0%
Kazumu Takabayashi,168777,Duke University,2016,200 Y Fly,Prelims,swim,1:48.17,-0.2%
Kazumu Takabayashi,168777,Duke University,2016,200 Y Fly,Finals,swim,1:48.35,-0.4%
Joshua Owsiany,424084,Duke University,2016,1M Diving,Prelims,dive,284.75,NA
Joshua Owsiany,424084,Duke University,2016,3M Diving,Prelims,dive,307.65,NA
Joshua Owsiany,424084,Duke University,2016,10M Diving,Prelims,dive,295.15,NA
Riley Hickman,167902,Duke University,2016,200 Y Free,Prelims,swim,1:39.38,-0.6%
Riley Hickman,167902,Duke University,2016,500 Y Free,Prelims,swim,4:32.26,-0.8%
Riley Hickman,167902,Duke University,2016,1650 Y Free,Timed Finals,swim,15:09.94,+4.4%
Michael Seaberg,179804,Duke University,2016,50 Y Free,Prelims,swim,20.37,-0.6%
Michael Seaberg,179804,Duke University,2016,50 Y Free,Timed Finals,swim,19.69,NA
Michael Seaberg,179804,Duke University,2016,100 Y Breast,Prelims,swim,53.76,+1.6%
Michael Seaberg,179804,Duke University,2016,100 Y Breast,Finals,swim,53.50,+2.1%
Michael Seaberg,179804,Duke University,2016,200 Y Breast,Prelims,swim,1:59.89,+2.2%
Michael Seaberg,179804,Duke University,2016,200 Y Breast,Finals,swim,2:00.32,+1.8%
Patrick Miller,293094,Duke University,2016,200 Y Free,Timed Finals,swim,1:37.31,+6.3%
Patrick Miller,293094,Duke University,2016,200 Y Fly,Prelims,swim,1:48.73,+4.1%
Patrick Miller,293094,Duke University,2016,200 Y Fly,Finals,swim,1:44.41,+7.9%
Patrick Miller,293094,Duke University,2016,200 Y IM,Prelims,swim,1:46.43,+10.7%
Patrick Miller,293094,Duke University,2016,200 Y IM,Finals,swim,1:50.92,+6.9%
Patrick Miller,293094,Duke University,2016,400 Y IM,Prelims,swim,3:48.66,+1.7%
Patrick Miller,293094,Duke University,2016,400 Y IM,Finals,swim,3:51.33,+0.5%
Dylan Payne,192691,Duke University,2016,50 Y Free,Prelims,swim,20.42,-0.4%
Dylan Payne,192691,Duke University,2016,50 Y Free,Timed Finals,swim,19.61,NA
Dylan Payne,192691,Duke University,2016,100 Y Free,Timed Finals,swim,43.94,NA
Dylan Payne,192691,Duke University,2016,100 Y Breast,Prelims,swim,53.88,-0.8%
Dylan Payne,192691,Duke University,2016,100 Y Breast,Finals,swim,53.34,+0.2%
Dylan Payne,192691,Duke University,2016,100 Y Breast,Timed Finals,swim,53.12,NA
Dylan Payne,192691,Duke University,2016,200 Y Breast,Prelims,swim,2:01.68,+2.7%
David Armstrong,97105,Duke University,2016,50 Y Free,Prelims,swim,20.23,-0.1%
David Armstrong,97105,Duke University,2016,50 Y Free,Finals,swim,20.18,+0.1%
David Armstrong,97105,Duke University,2016,50 Y Free,Timed Finals,swim,19.56,NA
David Armstrong,97105,Duke University,2016,100 Y Free,Prelims,swim,44.86,-1.3%
David Armstrong,97105,Duke University,2016,50 Y Fly,Timed Finals,swim,20.64,NA
David Armstrong,97105,Duke University,2016,100 Y Fly,Prelims,swim,47.43,+0.1%
David Armstrong,97105,Duke University,2016,100 Y Fly,Finals,swim,47.87,-0.8%
David Armstrong,97105,Duke University,2016,100 Y Fly,Timed Finals,swim,47.21,NA
Victor Chen,244687,Duke University,2016,50 Y Free,Prelims,swim,20.81,-1.2%
Victor Chen,244687,Duke University,2016,100 Y Breast,Prelims,swim,54.74,-0.7%
Victor Chen,244687,Duke University,2016,100 Y Breast,Finals,swim,55.07,-1.3%
Victor Chen,244687,Duke University,2016,200 Y Breast,Prelims,swim,1:59.77,-2.4%
Victor Chen,244687,Duke University,2016,200 Y Breast,Finals,swim,1:59.44,-2.2%
Sean Tate,236427,Duke University,2016,50 Y Free,Prelims,swim,20.44,-0.5%
Sean Tate,236427,Duke University,2016,100 Y Free,Prelims,swim,44.42,+0.1%
Sean Tate,236427,Duke University,2016,100 Y Free,Timed Finals,swim,43.71,NA
Sean Tate,236427,Duke University,2016,200 Y Free,Prelims,swim,1:38.13,-0.8%
Sean Tate,236427,Duke University,2016,200 Y Free,Finals,swim,1:37.83,-0.5%
Sean Tate,236427,Duke University,2016,200 Y Free,Timed Finals,swim,1:38.89,NA
Robert Christensen,424081,Duke University,2016,1M Diving,Prelims,dive,258.70,NA
Robert Christensen,424081,Duke University,2016,3M Diving,Prelims,dive,216.40,NA
Robert Christensen,424081,Duke University,2016,10M Diving,Prelims,dive,267.90,NA
Bradley Cline,144094,Duke University,2016,200 Y Free,Timed Finals,swim,1:36.93,NA
Bradley Cline,144094,Duke University,2016,100 Y Back,Prelims,swim,48.90,+0.1%
Bradley Cline,144094,Duke University,2016,200 Y Back,NA,swim,1:47.10,-0.2%
Bradley Cline,144094,Duke University,2016,200 Y Back,Prelims,swim,1:46.72,+0.2%
Bradley Cline,144094,Duke University,2016,200 Y IM,Prelims,swim,1:46.67,+0.3%
Bradley Cline,144094,Duke University,2016,200 Y IM,Finals,swim,1:48.09,-1.0%
Nicholas Bigot,292540,Duke University,2016,50 Y Free,Timed Finals,swim,20.57,+0.7%
Nicholas Bigot,292540,Duke University,2016,50 Y Free,Prelims,swim,21.12,-2.0%
Nicholas Bigot,292540,Duke University,2016,100 Y Free,Prelims,swim,44.66,+0.2%
Nicholas Bigot,292540,Duke University,2016,100 Y Free,Timed Finals,swim,44.65,+0.3%
Nicholas Bigot,292540,Duke University,2016,200 Y Free,Prelims,swim,1:38.67,-1.1%
Nicholas Bigot,292540,Duke University,2016,200 Y Free,Timed Finals,swim,1:37.93,NA
Yusuke Legard,376347,Duke University,2016,50 Y Free,Prelims,swim,20.62,+0.6%
Yusuke Legard,376347,Duke University,2016,100 Y Free,Prelims,swim,45.21,-0.3%
Yusuke Legard,376347,Duke University,2016,200 Y Free,Prelims,swim,1:40.20,-0.4%
Nathaniel Hernandez,313699,Duke University,2017,1M Diving,Prelims,dive,315.05,NA
Nathaniel Hernandez,313699,Duke University,2017,1M Diving,Finals,dive,321.90,NA
Nathaniel Hernandez,313699,Duke University,2017,10M Diving,Prelims,dive,266.15,NA
Nathaniel Hernandez,313699,Duke University,2017,3M Diving,Prelims,dive,338.60,NA
Nathaniel Hernandez,313699,Duke University,2017,3M Diving,Finals,dive,292.45,NA
Peter Kropp,142243,Duke University,2017,50 Y Free,Prelims,swim,20.38,+2.5%
Peter Kropp,142243,Duke University,2017,50 Y Breast,Timed Finals,swim,23.32,NA
Peter Kropp,142243,Duke University,2017,100 Y Breast,Prelims,swim,51.46,+2.2%
Peter Kropp,142243,Duke University,2017,100 Y Breast,Finals,swim,51.88,+1.4%
Peter Kropp,142243,Duke University,2017,100 Y Breast,Timed Finals,swim,52.19,NA
Peter Kropp,142243,Duke University,2017,200 Y Breast,Prelims,swim,1:54.54,+3.8%
Peter Kropp,142243,Duke University,2017,200 Y Breast,Finals,swim,1:55.19,+3.3%
Joshua Owsiany,424084,Duke University,2017,1M Diving,Prelims,dive,265.40,NA
Joshua Owsiany,424084,Duke University,2017,10M Diving,Prelims,dive,256.55,NA
Joshua Owsiany,424084,Duke University,2017,3M Diving,Prelims,dive,337.15,NA
Judson Howard,258037,Duke University,2017,100 Y Breast,Prelims,swim,53.58,+0.8%
Judson Howard,258037,Duke University,2017,100 Y Breast,Finals,swim,53.62,+0.7%
Judson Howard,258037,Duke University,2017,200 Y Breast,Prelims,swim,1:56.88,+0.9%
Judson Howard,258037,Duke University,2017,200 Y Breast,Finals,swim,1:57.05,+0.7%
Judson Howard,258037,Duke University,2017,200 Y IM,Prelims,swim,1:46.88,+0.3%
Maximilian St. George,282148,Duke University,2017,100 Y Back,Prelims,swim,46.85,+1.2%
Maximilian St. George,282148,Duke University,2017,100 Y Back,Finals,swim,46.77,+1.4%
Maximilian St. George,282148,Duke University,2017,100 Y Back,Timed Finals,swim,46.81,+1.3%
Maximilian St. George,282148,Duke University,2017,200 Y Back,Prelims,swim,1:45.83,+0.2%
Maximilian St. George,282148,Duke University,2017,200 Y Back,Finals,swim,1:43.76,+2.2%
Maximilian St. George,282148,Duke University,2017,200 Y IM,Prelims,swim,1:47.80,+4.9%
Patrick Miller,293094,Duke University,2017,200 Y Free,Timed Finals,swim,1:37.55,+4.5%
Patrick Miller,293094,Duke University,2017,50 Y Fly,Timed Finals,swim,20.97,NA
Patrick Miller,293094,Duke University,2017,100 Y Fly,Prelims,swim,47.14,+0.9%
Patrick Miller,293094,Duke University,2017,100 Y Fly,Finals,swim,46.91,+1.4%
Patrick Miller,293094,Duke University,2017,100 Y Fly,Timed Finals,swim,46.08,NA
Patrick Miller,293094,Duke University,2017,200 Y Fly,Prelims,swim,1:44.61,+2.7%
Patrick Miller,293094,Duke University,2017,200 Y Fly,Finals,swim,1:46.78,+0.7%
Patrick Miller,293094,Duke University,2017,200 Y IM,Prelims,swim,1:47.13,+1.9%
Dylan Payne,192691,Duke University,2017,50 Y Free,Prelims,swim,20.50,-0.0%
Dylan Payne,192691,Duke University,2017,100 Y Free,Prelims,swim,NS,NA
Dylan Payne,192691,Duke University,2017,100 Y Free,Timed Finals,swim,43.68,NA
Dylan Payne,192691,Duke University,2017,100 Y Breast,Prelims,swim,52.69,+0.8%
Dylan Payne,192691,Duke University,2017,100 Y Breast,Finals,swim,52.82,+0.5%
Roger Kriegl,287196,Duke University,2017,500 Y Free,Prelims,swim,4:23.65,+2.3%
Roger Kriegl,287196,Duke University,2017,500 Y Free,Finals,swim,4:26.62,+1.2%
Roger Kriegl,287196,Duke University,2017,1650 Y Free,Timed Finals,swim,15:08.78,+4.5%
Roger Kriegl,287196,Duke University,2017,400 Y IM,Prelims,swim,3:54.29,+0.7%
Matthew Johnson,167843,Duke University,2017,500 Y Free,Prelims,swim,4:27.85,-0.6%
Matthew Johnson,167843,Duke University,2017,1650 Y Free,Timed Finals,swim,15:07.72,+1.7%
Matthew Johnson,167843,Duke University,2017,400 Y IM,Prelims,swim,3:57.72,+2.3%
Evan Moretti,424083,Duke University,2017,1M Diving,Prelims,dive,271.85,NA
Evan Moretti,424083,Duke University,2017,10M Diving,Prelims,dive,250.15,NA
Evan Moretti,424083,Duke University,2017,3M Diving,Prelims,dive,313.70,NA
Kazumu Takabayashi,168777,Duke University,2017,50 Y Back,Timed Finals,swim,21.74,+0.6%
Kazumu Takabayashi,168777,Duke University,2017,100 Y Back,Prelims,swim,47.22,+0.9%
Kazumu Takabayashi,168777,Duke University,2017,100 Y Back,Finals,swim,47.06,+1.2%
Kazumu Takabayashi,168777,Duke University,2017,100 Y Fly,Prelims,swim,48.46,-0.9%
Kazumu Takabayashi,168777,Duke University,2017,200 Y Fly,Prelims,swim,1:49.04,-0.8%
Joseph Maginnis,178814,Duke University,2017,100 Y Back,Prelims,swim,48.86,+1.5%
